id,name,brand
3817,Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel,Ford
873,Ranger XL 4.0 12v V6 210cv 4x2 CS Repow.,Ford
874,Ranger XL 4.0 CS,Ford
8316,Ranger XLS 2.2 4x2 CD Diesel Aut.,Ford
8049,Ranger XLS 2.2 4x2 CD Diesel Mec.,Ford
7590,Ranger XLS 2.2 4x4 CD Diesel Aut.,Ford
6693,Ranger XLS 2.2 4x4 CD Diesel Mec.,Ford
875,Ranger XLS 2.3 16V 145cv/150cv 4x2 CD,Ford
876,Ranger XLS 2.3 16V 145cv/150cv 4x2 CS,Ford
6165,Ranger XLS 2.5 16V 4x2 CD Flex,Ford
6166,Ranger XLS 2.5 16V 4x2 CS Flex,Ford
877,Ranger XLS 2.8 8V 135cv 4x2 CD TB Diesel,Ford
878,Ranger XLS 2.8 8V 135cv 4x2 CS TB Diesel,Ford
879,Ranger XLS 2.8 8V 135cv 4x4 CS TB Diesel,Ford
880,Ranger XLS 2.8/2.8 Storm  4x4 CD TB Dies,Ford
881,Ranger XLS 3.0 PSE 163cv 4x2 CD TB Dies.,Ford
882,Ranger XLS 3.0 PSE 163cv 4x2 CS TB Dies.,Ford
883,Ranger XLS 3.0 PSE 163cv 4x4 CD TB Dies.,Ford
4848,Ranger XLS 3.0 PSE Storm 4x4 CD TB Dies.,Ford
6562,Ranger XLS 3.2 20V 4x4 CD Diesel Aut.,Ford
6167,Ranger XLS 3.2 20V 4x4 CD Diesel Mec.,Ford
6168,Ranger XLS 3.2 20V 4x4 CS Diesel,Ford
4474,Ranger XLS SPORT 2.3 16V 150cv CS,Ford
4291,Ranger XLT 2.3 16V 150cv CD Repower.,Ford
884,Ranger XLT 2.3 CS,Ford
6169,Ranger XLT 2.5 16V 4x2 CD Flex,Ford
885,Ranger XLT 2.5 4x2 CD Diesel,Ford
886,Ranger XLT 2.5 4x2 CE Diesel,Ford
887,Ranger XLT 2.5 4x2 CS Diesel,Ford
888,Ranger XLT 2.5 4x4 CD Diesel,Ford
889,Ranger XLT 2.5 4x4 CE TB Diesel,Ford
890,Ranger XLT 2.5 4x4 CS TB Diesel,Ford
891,Ranger XLT 2.8 8v 135cv 4x2 CD TB Diesel,Ford
892,Ranger XLT 2.8 8v 135cv 4x4 CD TB Diesel,Ford
893,Ranger XLT 2.8 8v 135cv 4x4 CE TB Diesel,Ford
894,Ranger XLT 3.0 PSE 163cv 4x2 CD TB Dies.,Ford
895,Ranger XLT 3.0 PSE 163cv 4x4 CD TB Dies.,Ford
6170,Ranger XLT 3.2 20V 4x4 CD Diesel,Ford
6171,Ranger XLT 3.2 20V 4x4 CD Diesel Aut.,Ford
896,Ranger XLT 4.0 12v V6 210cv 4x4 CD Repow,Ford
897,Ranger XLT 4.0 12v V6 210cv 4x4 CE Repow,Ford
898,Ranger XLT 4.0 4x2 CE,Ford
899,Ranger XLT 4.0 4x2 CS,Ford
900,Ranger XLT 4.0 4x4 CD,Ford
901,Ranger XLT 4.0 4x4 CE,Ford
902,Ranger XLT 4.0 4x4 CS,Ford
903,Ranger XLT Limit./L.Cent. 2.8 CD TB Dies,Ford
904,Royale Ghia 2.0/2.0i 2p e 4p,Ford
905,Royale GL 1.8/1.8i  2p e 4p,Ford
906,Royale GL 2.0/2.0i 2p e 4p,Ford
907,Taurus GL 3.0 V6,Ford
908,Taurus GL SW 3.0 V6 24V,Ford
909,Taurus L/LX 3.0 V6,Ford
910,Taurus LX SW 3.0 V6 24V,Ford
911,Taurus SHO 3.0 V6,Ford
9163,TERRITORY SEL 1.5 GTDi EcoBoost Aut.,Ford
9164,TERRITORY Titanium 1.5 GTDi EcoBo. Aut.,Ford
912,Thunderbird SC 3.8 V6,Ford
6202,TRANSIT Chassi 2.2 TDCI Diesel,Ford
5247,TRANSIT Chassi 2.4 TDCI Diesel,Ford
6383,TRANSIT Furgão 2.2 TDCI Curto Diesel,Ford
6296,TRANSIT Furgão 2.2 TDCI Longa Diesel,Ford
5884,TRANSIT Furgão 2.2 TDCI Longo Jumbo Dies,Ford
4838,TRANSIT Furgão 3330 2.4 TDCI Curto Dies.,Ford
4839,TRANSIT Furgão 3550 2.4 TDCI Longo Dies.,Ford
6203,TRANSIT Van 3550 2.2 TDCI 14/16lug. Dies,Ford
4840,TRANSIT Van 3550 2.4 TDCI 14lug. Diesel,Ford
913,Verona Ghia 2.0i 4p,Ford
914,Verona GL 1.8i / LX 1.8i 4p,Ford
915,Verona GLX 1.8 (Modelo antigo),Ford
916,Verona GLX 1.8i / 1.8 4p,Ford
917,Verona GLX 2.0i / 2.0 4p,Ford
918,Verona LX 1.6 (Modelo antigo),Ford
919,Verona LX 1.8 (Modelo antigo),Ford
920,Verona S 2.0i 4p,Ford
921,Versailles Ghia 2.0i / 2.0 2p e 4p,Ford
922,Versailles GL 1.8i / 1.8 2p e 4p,Ford
923,Versailles GL 2.0i / 2.0 2p e 4p,Ford
924,Windstar GL,Ford
925,Windstar LX,Ford
926,A-10 2.5/4.1,GM - Chevrolet
927,A-10 De Luxe 2.5/4.1,GM - Chevrolet
928,A-20 Custom Std. CD/ De Luxe CD,GM - Chevrolet
929,A-20 Custom/ C-20 Luxe 4.1,GM - Chevrolet
930,A-20 Custom/ C-20 S 4.1,GM - Chevrolet
5069,AGILE LT 1.4 MPFI 8V FlexPower 5p,GM - Chevrolet
5070,AGILE LTZ 1.4 MPFI 8V FlexPower 5p,GM - Chevrolet
6265,AGILE LTZ EASYTRONIC 1.4 8V FlexPower 5p,GM - Chevrolet
6638,AGILE LTZ EFFECT 1.4 8V FlexPower 5p Mec,GM - Chevrolet
6639,AGILE LTZ EFFECT EASYTR.1.4 8V FlexP. 5p,GM - Chevrolet
5722,AGILE LTZ WI-FI 1.4 8V FlexPower 5p,GM - Chevrolet
931,Astra 2.0 8V/ CD 2.0 8V Hatchback 5p Aut,GM - Chevrolet
932,Astra 2.0 8V/ CD 2.0 8V Hatchback 5p Mec,GM - Chevrolet
933,Astra 2.0/ CD 2.0 8V 3p Aut.,GM - Chevrolet
934,Astra 2.0/ CD/ GLS 2.0 MPFI 16V 3p,GM - Chevrolet
935,Astra 2.0/ CD/ Sunny/ GLS 2.0 8V 3p,GM - Chevrolet
936,Astra 500 Sedan 2.0 MPFI 16V 4p,GM - Chevrolet
4137,Astra Advant. 2.0 MPFI 8V FlexP. 5p Aut.,GM - Chevrolet
3968,Astra Advantage 2.0 MPFI 8V FlexPower 5p,GM - Chevrolet
937,Astra Advantage 2.0 MPFI FlexPower 8V 3p,GM - Chevrolet
938,Astra Comfort 2.0 MPFI FlexPower 8V 3p,GM - Chevrolet
939,Astra Comfort 2.0 MPFI FlexPower 8V 5p,GM - Chevrolet
940,Astra Eleg. 2.0 MPFI FlexPower 8V 5p Aut,GM - Chevrolet
941,Astra Elegance 2.0 MPFI FlexPower 8V 3p,GM - Chevrolet
942,Astra Elegance 2.0 MPFI FlexPower 8V 5p,GM - Chevrolet
943,Astra Elite 2.0 MPFI Flex Pow. 8V 5p Aut,GM - Chevrolet
944,Astra Elite 2.0 MPFI FlexPower 8V 5p Mec,GM - Chevrolet
945,Astra GL 1.8 MPFI 3p,GM - Chevrolet
946,Astra GL Milenium 1.8 MPFI 4p,GM - Chevrolet
947,Astra GLS 2.0 MPFI,GM - Chevrolet
948,Astra GLS 2.0 MPFI SW,GM - Chevrolet
949,Astra GSi 2.0 16V 136cv Hatchback 5p,GM - Chevrolet
963,Astra S.Sport 2.0 F.Pow. 5p/Sport 2.0 3p,GM - Chevrolet
3969,Astra Sed. Advant. 2.0 8V MPFI FlexP. 4p,GM - Chevrolet
4138,Astra Sed.Advan. 2.0 8V MPFI FlexP. Aut.,GM - Chevrolet
950,Astra Sed.Comf. 2.0 MPFI FlexPower 8V 4p,GM - Chevrolet
951,Astra Sed.Comf.2.0 MPFI MultiPower 8V 4p,GM - Chevrolet
952,Astra Sed.Eleg. 2.0 MPFI FlexP.8V Aut.,GM - Chevrolet
953,Astra Sed.Eleg.2.0 MPFI FlexPower 8V 4p,GM - Chevrolet
954,Astra Sed.Eleg.2.0 MPFI MultiPower 8V 4p,GM - Chevrolet
955,Astra Sed.Elite 2.0 MPFI FlexP.8V Aut.,GM - Chevrolet
956,Astra Sed.Elite 2.0 MPFI FlexPower 8V 4p,GM - Chevrolet
957,Astra Sedan 1.8 MPFI 8V 4p (taxi),GM - Chevrolet
958,Astra Sedan 2.0/ CD 2.0 MPFI 8V 4p Aut.,GM - Chevrolet
959,Astra Sedan 2.0/CD/ Expres.GLS 2.0 8V 4p,GM - Chevrolet
960,Astra Sedan 2.0/CD/ GLS/ Adv. 2.0 16V 4p,GM - Chevrolet
961,Astra Sedan Comfort 1.8 MPFI 8V 4p,GM - Chevrolet
962,Astra Sedan/ Astra GL Sedan 1.8 MPFI 4p,GM - Chevrolet
964,Blazer Jimmy 4.3 V6,GM - Chevrolet
965,Blazer S-10 4.3 V6,GM - Chevrolet
966,Blazer SS-10 4.3 V6,GM - Chevrolet
9042,BOLT EV Premier 203cv (Elétrico),GM - Chevrolet
967,Bonanza S / Luxe 4.0 Diesel Turbo,GM - Chevrolet
968,Bonanza S / Luxe 4.1,GM - Chevrolet
969,Brasinca Blazer CD 4.0 Diesel,GM - Chevrolet
970,Brasinca Blazer CD 4.1,GM - Chevrolet
971,C-10 2.5/4.1,GM - Chevrolet
972,C-10 CD 2.5/ 4.1,GM - Chevrolet
973,C-10 De Luxe 2.5/4.1,GM - Chevrolet
974,C-10 De Luxe CD 2.5/ 4.1,GM - Chevrolet
975,C-20 Custom De Luxe 4.1,GM - Chevrolet
976,C-20 Custom De Luxe CD 4.1,GM - Chevrolet
977,C-20 Custom Std. 4.1,GM - Chevrolet
978,C-20 Custom Std. CD 4.1,GM - Chevrolet
979,Calibra 16V,GM - Chevrolet
7790,CAMARO FIFTY 6.2 V8 16V 461cv,GM - Chevrolet
980,Camaro RS 5.0 V8,GM - Chevrolet
981,Camaro Sport 5.0 Conv.,GM - Chevrolet
5415,Camaro SS 6.2 V8 16V,GM - Chevrolet
6887,Camaro SS Conversível 6.2 V8 16V,GM - Chevrolet
982,Camaro Z-28 Targa/Conv. 5.7,GM - Chevrolet
983,Caprice 4.3 V8,GM - Chevrolet
984,Caprice SW 4.3 V8,GM - Chevrolet
985,Caprice Victoria,GM - Chevrolet
5466,CAPTIVA SPORT AWD 3.0 V6 24V 268cv,GM - Chevrolet
4734,CAPTIVA SPORT AWD 3.6 V6 24V 261cv 4x4,GM - Chevrolet
4841,CAPTIVA SPORT FWD 2.4 16V 171/185cv,GM - Chevrolet
5467,CAPTIVA SPORT FWD 3.0 V6 24V 268cv 4x2,GM - Chevrolet
4735,CAPTIVA SPORT FWD 3.6 V6 24V 261cv 4x2,GM - Chevrolet
986,Caravan Comodoro 4.1/2.5,GM - Chevrolet
987,Caravan Diplomata 4.1/2.5,GM - Chevrolet
988,Caravan L/SL/S/SS 2.5/4.1/4.2,GM - Chevrolet
989,Cavalier 3.1 Conv.,GM - Chevrolet
990,Cavalier L 2.0,GM - Chevrolet
991,Celta 1.0/ Super 1.0 MPFI VHC 8v 5p,GM - Chevrolet
992,Celta 1.0/Super/N.Piq.1.0 MPFi VHC 8V 3p,GM - Chevrolet
993,Celta 1.4/ Super/ Energy 1.4 8V 85cv 3p,GM - Chevrolet
994,Celta 1.4/ Super/ Energy 1.4 8V 85cv 5p,GM - Chevrolet
6611,Celta ADVANTAGE 1.0 8v FlexPower 5p,GM - Chevrolet
997,Celta Life 1.0 MPFI VHC 8V 3p,GM - Chevrolet
998,Celta Life 1.0 MPFI VHC 8V 5p,GM - Chevrolet
999,Celta Life 1.4 MPFI 8V 85cv 3p,GM - Chevrolet
1000,Celta Life 1.4 MPFI 8V 85cv 5p,GM - Chevrolet
995,Celta Life/ LS 1.0 MPFI 8V FlexPower 3p,GM - Chevrolet
996,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,GM - Chevrolet
1001,Celta Spirit 1.0 MPFI 8V FlexPower 3p,GM - Chevrolet
1003,Celta Spirit 1.0 MPFI VHC 8V 3p,GM - Chevrolet
1004,Celta Spirit 1.0 MPFI VHC 8V 5p,GM - Chevrolet
1005,Celta Spirit 1.4 MPFI 8V 85cv 3p,GM - Chevrolet
1006,Celta Spirit 1.4 MPFI 8V 85cv 5p,GM - Chevrolet
1002,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,GM - Chevrolet
1007,Celta Super 1.0 MPFI 8V FlexPower 3p,GM - Chevrolet
1008,Celta Super 1.0 MPFI 8V FlexPower 5p,GM - Chevrolet
1009,Chevette Junior 1.0,GM - Chevrolet
1010,Chevette L / SL / SL/e / DL / SE 1.6,GM - Chevrolet
1011,Chevy 500 DL / SL / SE/ Furgão 1.6,GM - Chevrolet
1012,Cheynne 4.3 V6,GM - Chevrolet
6747,Classic ADVANTAGE 1.0 VHC FlexPower 4p,GM - Chevrolet
4924,Classic Life/LS 1.0 VHC FlexP. 4p,GM - Chevrolet
8711,COBALT 1.8 8V Econo.Flex 4p Aut.(PCD),GM - Chevrolet
6584,COBALT ADVANTAGE 1.4 MPFI 8V F.Power 4p,GM - Chevrolet
6585,COBALT ADVANTAGE 1.8 8V Eco.Flex 4p Aut.,GM - Chevrolet
7456,COBALT ELITE 1.8 8V Econo.Flex 4p Aut.,GM - Chevrolet
7257,COBALT Graphite 1.8 8V Econo.Flex 4p Aut,GM - Chevrolet
7258,COBALT Graphite 1.8 8V Econo.Flex 4p Mec,GM - Chevrolet
5723,COBALT LS 1.4 8V FlexPower 4p,GM - Chevrolet
5724,COBALT LT 1.4 8V FlexPower/EconoFlex 4p,GM - Chevrolet
6172,COBALT LT 1.8 8V Econo.Flex 4p Aut.,GM - Chevrolet
6173,COBALT LT 1.8 8V Econo.Flex 4p Mec.,GM - Chevrolet
5725,COBALT LTZ 1.4 8V FlexPower/EconoFlex 4p,GM - Chevrolet
6174,COBALT LTZ 1.8 8V Econo.Flex 4p Aut.,GM - Chevrolet
6175,COBALT LTZ 1.8 8V Econo.Flex 4p Mec.,GM - Chevrolet
1013,Corsa Furgão 1.6 MPFi Powertech 92cv,GM - Chevrolet
1014,Corsa GL 1.6 MPFI / 1.4 EFI 2p e 4p,GM - Chevrolet
1015,Corsa GLS 1.6 MPFI 5p,GM - Chevrolet
1016,Corsa GSi 16V,GM - Chevrolet
1017,Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p,GM - Chevrolet
1018,Corsa Hat. Joy 1.8 MPFI 8V FlexPower 5p,GM - Chevrolet
1019,Corsa Hat. Maxx 1.0/ 1.0 FlexPower 8V 5p,GM - Chevrolet
4379,Corsa Hat. Maxx 1.4 8V ECONOFLEX 5p,GM - Chevrolet
1020,Corsa Hat. Maxx 1.8 MPFI 8V FlexPower 5p,GM - Chevrolet
1021,Corsa Hat. Prem. 1.0/1.0 FlexPower 8V 5p,GM - Chevrolet
4380,Corsa Hat. Premium 1.4 8V ECONOFLEX 5p,GM - Chevrolet
3818,Corsa Hat. SS 1.8 MPFI 8V FlexPower 5p,GM - Chevrolet
1022,Corsa Hat.Premium 1.8 MPFI 8V F.Power 5p,GM - Chevrolet
1023,Corsa Hatchback 1.0 MPFI 8V 71cv 5p,GM - Chevrolet
1024,Corsa Hatchback 1.8 MPFI 8V 102cv 5p,GM - Chevrolet
1025,Corsa Hatchback 1.8 MPFI FlexPower 8V 5p,GM - Chevrolet
1026,Corsa Pick-Up GL/ Champ 1.6 MPFI / EFI,GM - Chevrolet
1027,Corsa Pick-Up Sport 1.6 MPFI,GM - Chevrolet
1028,Corsa Pick-Up STD/ Rodeio 1.6 MPFI,GM - Chevrolet
1029,Corsa Sed Clas.Spirit 1.6MPFI VHC 8V Aut,GM - Chevrolet
1030,Corsa Sed Clas.Super 1.6MPFI VHC 8V Aut,GM - Chevrolet
1031,Corsa Sed Class.Life 1.0/1.0 FlexPower,GM - Chevrolet
1033,Corsa Sed Class.Spirit 1.0/1.0 FlexPower,GM - Chevrolet
1035,Corsa Sed Class.Super 1.0/1.0 FlexPower,GM - Chevrolet
1032,Corsa Sed Classic Life 1.6 MPFI VHC 8V,GM - Chevrolet
1034,Corsa Sed Classic Spirit 1.6 MPFI VHC 8V,GM - Chevrolet
1036,Corsa Sed Classic Super 1.6 MPFI VHC 8V,GM - Chevrolet
1037,Corsa Sed. Joy 1.0/ 1.0 FlexPower 8V 4p,GM - Chevrolet
1038,Corsa Sed. Joy 1.8 MPFI 8V FlexPower,GM - Chevrolet
1039,Corsa Sed. Maxx 1.0/ 1.0 FlexPower 8V 4p,GM - Chevrolet
4381,Corsa Sed. Maxx 1.4 8V ECONOFLEX 4p,GM - Chevrolet
1040,Corsa Sed. Maxx 1.8 MPFI 8V FlexPower,GM - Chevrolet
4382,Corsa Sed. Premium 1.4 8V ECONOFLEX 4p,GM - Chevrolet
1042,Corsa Sed. Premium 1.8 MPFI 8V FlexPower,GM - Chevrolet
1041,Corsa Sed.Prem. 1.0/ 1.0 FlexPower 8V 4p,GM - Chevrolet
1043,Corsa Sed.Wind 1.0/Millenium/Classic VHC,GM - Chevrolet
1044,Corsa Sedan 1.0 MPFI 8V 71cv 4p,GM - Chevrolet
1045,Corsa Sedan 1.8 MPFI 8V  102cv 4p,GM - Chevrolet
1046,Corsa Sedan 1.8 MPFI FlexPower 8V 4p,GM - Chevrolet
1047,Corsa Sedan GL 1.6  MPFI 4p,GM - Chevrolet
1048,Corsa Sedan GLS 1.6 16V MPFI 4p,GM - Chevrolet
1049,Corsa Sedan GLS 1.6 MPFI 4p,GM - Chevrolet
1053,Corsa Sedan Sup./Classic 1.6 8v Aut/Mec,GM - Chevrolet
1050,Corsa Sedan Super 1.0 MPFI 16V 4p,GM - Chevrolet
1051,Corsa Sedan Super 1.0 MPFI 4p,GM - Chevrolet
1052,Corsa Sedan Super Milenium 1.0 MPFI 16V,GM - Chevrolet
1054,Corsa Super 1.0 MPFI / 2p e 4p,GM - Chevrolet
1055,Corsa Super 1.0 MPFI 16V 3p,GM - Chevrolet
1056,Corsa Super 1.0 MPFI 16V 5p,GM - Chevrolet
1057,Corsa Super 1.6 MPFI 8v 5p,GM - Chevrolet
1058,Corsa Wagon GL 1.6 MPFI 4p,GM - Chevrolet
1059,Corsa Wagon GLS 1.6 16V MPFI 4p,GM - Chevrolet
1060,Corsa Wagon GLS 1.6 8V 4p,GM - Chevrolet
1061,Corsa Wagon Super 1.0 MPFI 16V,GM - Chevrolet
1062,Corsa Wagon Super 1.6 MPFI 8v,GM - Chevrolet
1063,Corsa Wind 1.0 MPF/MilleniumI/ EFI 4p,GM - Chevrolet
1064,Corsa Wind 1.0 MPFI / EFI  2p,GM - Chevrolet
1065,Corsa Wind 1.6 MPFi 2p,GM - Chevrolet
1066,Corsa Wind 1.6 MPFi 4p,GM - Chevrolet
1067,Corsa Wind Piquet/ Champ 1.0 MPFI 2p,GM - Chevrolet
1068,"Corvette 5.7/ 6.0, 6.2 Conv./Stingray",GM - Chevrolet
1069,"Corvette 5.7/ 6.0, 6.2 Targa/Stingray",GM - Chevrolet
8573,CRUZE Black Bow Tie 1.4 TB Flex 4p Aut,GM - Chevrolet
8574,CRUZE HB Black Bow Tie 1.4 TB Flex Aut.,GM - Chevrolet
5975,CRUZE HB Sport LT 1.8 16V FlexP. 5p Aut,GM - Chevrolet
5976,CRUZE HB Sport LT 1.8 16V FlexP. 5p Mec,GM - Chevrolet
5977,CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,GM - Chevrolet
5978,CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Mec,GM - Chevrolet
7618,CRUZE LT 1.4 16V Turbo Flex 4p Aut.,GM - Chevrolet
5635,CRUZE LT 1.8 16V FlexPower 4p Aut.,GM - Chevrolet
5636,CRUZE LT 1.8 16V FlexPower 4p Mec.,GM - Chevrolet
7619,CRUZE LTZ 1.4 16V Turbo Flex 4p Aut.,GM - Chevrolet
5637,CRUZE LTZ 1.8 16V FlexPower 4p Aut.,GM - Chevrolet
8885,CRUZE Premier 1.4 16V TB Flex Aut.,GM - Chevrolet
7827,CRUZE Sport LT 1.4 16V TB Flex 5p Aut.,GM - Chevrolet
7828,CRUZE Sport LTZ 1.4 16V TB Flex 5p Aut.,GM - Chevrolet
8886,CRUZE Sport Premier 1.4 16V TB Flex Aut.,GM - Chevrolet
1070,D-10 CD Diesel,GM - Chevrolet
1071,D-10 Diesel,GM - Chevrolet
1072,D-20 4.0 Champ/Conquest/El Caminho Dies.,GM - Chevrolet
1073,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,GM - Chevrolet
1076,D-20 S / El Caminho 3.9/4.0 CD T.Dies,GM - Chevrolet
1074,D-20 S / Luxe 3.9/4.0 Diesel,GM - Chevrolet
1075,D-20 S / Luxe 3.9/4.0 T.Diesel,GM - Chevrolet
1077,D-20 S 3.9/4.0 Turbo Diesel,GM - Chevrolet
9081,EQUINOX LT 1.5 Turbo 172cv Aut.,GM - Chevrolet
8150,EQUINOX LT 2.0 Turbo 262cv Aut.,GM - Chevrolet
9082,EQUINOX Midnight 1.5 Turbo 172cv Aut.,GM - Chevrolet
9135,EQUINOX Premier 1.5 Turbo 172cv Aut.,GM - Chevrolet
8080,EQUINOX Premier 2.0 Turbo AWD 262cv Aut.,GM - Chevrolet
1078,Ipanema GL 1.8 MPFI / EFI /SL 4p,GM - Chevrolet
1079,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,GM - Chevrolet
1080,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,GM - Chevrolet
8821,JOY Hatch 1.0 8V Black Edition Flex Mec.,GM - Chevrolet
8822,JOY Hatch 1.0 8V Flex 5p Mec.,GM - Chevrolet
8887,JOY Plus 1.0 8V 4p Flex Mec.,GM - Chevrolet
8888,JOY Plus Black Ed.1.0 8V 4p Flex Mec.,GM - Chevrolet
1081,Kadett GL 2.0 MPFI / EFI,GM - Chevrolet
1082,Kadett GL/SL/Lite/Turim 1.8,GM - Chevrolet
1083,Kadett GLS 1.8 EFI / SL/e 1.8,GM - Chevrolet
1084,Kadett GLS 2.0 MPFI,GM - Chevrolet
1085,Kadett GSi / GS 2.0,GM - Chevrolet
1086,Kadett GSi 2.0 Conversível,GM - Chevrolet
1087,Kadett Sport 2.0 MPFI / EFI,GM - Chevrolet
1088,Lumina,GM - Chevrolet
5276,MALIBU LTZ 2.4 16V 171cv 4p,GM - Chevrolet
1089,Marajo SL/SLe/Se,GM - Chevrolet
1090,Meriva 1.8/ CD 1.8 MPFI 16V 122cv 5p,GM - Chevrolet
1091,Meriva 1.8/ CD 1.8 MPFI 8V 102cv 5p,GM - Chevrolet
1092,Meriva 1.8/ CD 1.8 MPFI FlexPower 8V,GM - Chevrolet
6058,Meriva COLLECTION 1.4 8V ECONOFLEX 5p,GM - Chevrolet
4767,Meriva Expres.EASYTRONIC 1.8 FlexPower,GM - Chevrolet
4768,Meriva Joy 1.4 MPFI 8V ECONOFLEX 5p,GM - Chevrolet
1093,Meriva Joy 1.8 MPFI 8V FlexPower,GM - Chevrolet
4769,Meriva Maxx 1.4 MPFI 8V ECONOFLEX 5p,GM - Chevrolet
1094,Meriva Maxx 1.8 MPFI 8V FlexPower,GM - Chevrolet
4475,Meriva Prem.EASYTRONIC 1.8 FlexPower 5p,GM - Chevrolet
1095,Meriva Premium 1.8 MPFI 8V FlexPower,GM - Chevrolet
3819,Meriva SS 1.8 MPFI 8V FlexPower 5p,GM - Chevrolet
4770,Meriva SS EASYTRONIC 1.8 FlexPower 5p,GM - Chevrolet
1096,MONTANA  Sport 1.8 MPFI FlexPower 8V,GM - Chevrolet
4383,MONTANA 1.4 8V Conquest ECONOFLEX  2p,GM - Chevrolet
1097,MONTANA 1.8/ 1.8 Conquest FlexPower 8V,GM - Chevrolet
5107,MONTANA ARENA 1.4 ECONOFLEX  8V 2p,GM - Chevrolet
5030,MONTANA COMBO 1.4 8V ECONOFLEX,GM - Chevrolet
5416,MONTANA LS 1.4 ECONOFLEX 8V 2p,GM - Chevrolet
6204,MONTANA LS COMBO 1.4 8V ECONOFLEX 2p,GM - Chevrolet
1098,MONTANA Off Road 1.8 MPFI FlexPower 8V,GM - Chevrolet
5108,MONTANA Sport 1.4 ECONOFLEX 8V 2p,GM - Chevrolet
1099,Monza 1.6i/1.8i (restante),GM - Chevrolet
1100,Monza Class 1.8/ 2.0,GM - Chevrolet
1101,Monza Classic SE 2.0 /MPFI e EFI 2p e 4p,GM - Chevrolet
1102,Monza Classic/ SL/e/SR 1.8,GM - Chevrolet
1103,Monza GL 1.8 EFI/ SL/ L/ 650/Barc. 2e4p,GM - Chevrolet
1104,Monza GL 2.0 EFI/SL/L/650/Club/Barc.2e4p,GM - Chevrolet
1105,Monza GLS/ Hi-Tech 2.0 EFI 2p e 4p,GM - Chevrolet
1106,Monza SL/e SR 2.0,GM - Chevrolet
1108,Omega CD 3.8 V6,GM - Chevrolet
1109,Omega CD 4.1 / 3.0,GM - Chevrolet
1107,Omega CD/ FITTIPALDI 3.6 V6 24V 4p,GM - Chevrolet
1110,Omega Diamond,GM - Chevrolet
1111,Omega GL 2.0/ 2.2,GM - Chevrolet
1112,Omega GLS 2.2 / 2.0,GM - Chevrolet
1113,Omega GLS 4.1,GM - Chevrolet
6748,ONIX  Lollapalooza 1.0 F.Power 5p Mec.,GM - Chevrolet
8988,ONIX HATCH 1.0 12V Flex 5p Mec.,GM - Chevrolet
8889,ONIX HATCH 1.0 12V TB Flex 5p Aut.,GM - Chevrolet
7689,ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.,GM - Chevrolet
7690,ONIX HATCH ACTIV 1.4 8V Flex 5p Mec.,GM - Chevrolet
8239,ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut.,GM - Chevrolet
7120,ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec.,GM - Chevrolet
7691,ONIX HATCH Joy 1.0 8V Flex 5p Mec.,GM - Chevrolet
6231,ONIX HATCH LS 1.0 8V FlexPower 5p Mec.,GM - Chevrolet
8949,ONIX HATCH LT 1.0 12V Flex 5p Mec.,GM - Chevrolet
8890,ONIX HATCH LT 1.0 12V TB Flex 5p Aut.,GM - Chevrolet
8891,ONIX HATCH LT 1.0 12V TB Flex 5p Mec.,GM - Chevrolet
6232,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,GM - Chevrolet
6530,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,GM - Chevrolet
6233,ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,GM - Chevrolet
8892,ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,GM - Chevrolet
8893,ONIX HATCH LTZ 1.0 12V TB Flex 5p Mec.,GM - Chevrolet
6531,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,GM - Chevrolet
6234,ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec.,GM - Chevrolet
8894,ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,GM - Chevrolet
9211,ONIX HATCH RS 1.0 TB 12V Flex 5p Aut.,GM - Chevrolet
7259,ONIX HATCH SELEÇÃO 1.0 8V Flex 5p Mec.,GM - Chevrolet
9212,ONIX SD. P. PR. MIDNIGHT 1.0 TB Flex Aut,GM - Chevrolet
8823,ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,GM - Chevrolet
8824,ONIX SEDAN Plus 1.0 12V TB Flex Aut.,GM - Chevrolet
8950,ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,GM - Chevrolet
8825,ONIX SEDAN Plus LT 1.0 12V TB Flex Aut.,GM - Chevrolet
8826,ONIX SEDAN Plus LT 1.0 12V TB Flex Mec.,GM - Chevrolet
